id,pais,nivel_educacional,anos_exp_pro,tipo_dev,linguagens,linguagens_desejadas,bancos,plataformas,modelo_trabalho,tamanho_empresa,satisfacao,salario_anual_usd,faixa_etaria,tipo_emprego,cargo_ic_ou_gestao,grupo_exp,linguagem_principal,satisfacao_label,satisfacao_score,faixa_salarial
106,India,Graduação,3.0,"Developer, back-end",Bash/Shell (all shells);Go;HTML/CSS;Python,Bash/Shell (all shells);Elixir;Go;HTML/CSS;Python,PostgreSQL,,Remoto,,1.0,,25-34 years old,"Employed, full-time",Individual contributor,2–4 anos,Bash/Shell (all shells),1.0,,
108,United States of America,Graduação,6.0,"Developer, desktop or enterprise applications",C#;HTML/CSS;VBA,C#;F#;HTML/CSS;Lua;SQL;VBA,Microsoft SQL Server;SQLite,,Presencial,,9.0,,25-34 years old,"Employed, full-time",Individual contributor,5–9 anos,C#,9.0,,
109,Belgium,Graduação,26.0,"Developer, full-stack",C#;PowerShell;SQL,C#;PowerShell;SQL,Microsoft SQL Server,,Híbrido,,,,45-54 years old,"Employed, full-time",,20+ anos,C#,,,
111,Greece,Mestrado,6.0,"Developer, mobile",C;C#;HTML/CSS;Java;Python;SQL,C;C#;HTML/CSS;Java;Kotlin;Python;SQL;Swift;TypeScript,Microsoft SQL Server;SQLite,Google Cloud;Microsoft Azure,Híbrido,,4.0,,18-24 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed",Individual contributor,5–9 anos,C,4.0,,
113,Ireland,Graduação,13.0,"Developer, front-end",Bash/Shell (all shells);HTML/CSS;JavaScript;Kotlin;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript,MongoDB;MySQL;SQLite,Amazon Web Services (AWS);Netlify,Híbrido,,9.0,,45-54 years old,"Employed, full-time",Individual contributor,10–19 anos,Bash/Shell (all shells),9.0,,
114,United States of America,Mestrado,35.0,Academic researcher,C;C#;C++;Elixir;Erlang;Go;HTML/CSS;Java;JavaScript;PHP;Python;R;Ruby;SQL;TypeScript;VBA;Visual Basic (.Net),Python;R;SQL,BigQuery;Dynamodb;Elasticsearch;IBM DB2;MariaDB;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;Neo4J;Oracle;PostgreSQL;SQLite,Amazon Web Services (AWS);Google Cloud;Microsoft Azure,Híbrido,,,,45-54 years old,"Employed, full-time",,20+ anos,C,,,
115,Turkey,Técnico/Associado,4.0,"Developer, front-end",JavaScript;TypeScript,Ruby,Supabase,Cloudflare;Vercel,Remoto,,,,25-34 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed",,2–4 anos,JavaScript,,,
116,United States of America,Graduação,12.0,"Developer, desktop or enterprise applications",C#,C#,,,Híbrido,,7.0,,35-44 years old,"Employed, full-time",Individual contributor,10–19 anos,C#,7.0,,
117,Germany,Mestrado,27.0,Research & Development role,Bash/Shell (all shells);C;C++;Kotlin;PowerShell;Python;Rust,Erlang;Haskell,Elasticsearch;MySQL;Redis;SQLite,Amazon Web Services (AWS),Híbrido,,7.0,,35-44 years old,"Employed, full-time",Individual contributor,20+ anos,Bash/Shell (all shells),7.0,,
118,Austria,Faculdade incompleta,5.0,Data scientist or machine learning specialist,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Zig,Cassandra;Elasticsearch;MariaDB,Firebase;Hetzner;OVH,Remoto,,8.0,,18-24 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed;Student, part-time",Individual contributor,5–9 anos,Bash/Shell (all shells),8.0,,
119,Sweden,Graduação,7.0,"Developer, back-end",C#;Go;Python;SQL,C#;Go;Python;SQL,BigQuery;Elasticsearch;Microsoft SQL Server;PostgreSQL,Amazon Web Services (AWS);Cloudflare;Google Cloud,Híbrido,,,,25-34 years old,"Employed, full-time",,5–9 anos,C#,,,
120,Mexico,Graduação,25.0,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL;TypeScript,,Dynamodb;Elasticsearch;Firebase Realtime Database;MariaDB;Microsoft SQL Server;MySQL;SQLite,Amazon Web Services (AWS);Cloudflare;Firebase;Google Cloud;Microsoft Azure,Remoto,,,,35-44 years old,"Independent contractor, freelancer, or self-employed",,20+ anos,Bash/Shell (all shells),,,
121,United Republic of Tanzania,Graduação,3.0,Data or business analyst,Bash/Shell (all shells);HTML/CSS;JavaScript;SQL,Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript;SQL,BigQuery,Google Cloud,Híbrido,,8.0,,25-34 years old,"Employed, full-time",People manager,2–4 anos,Bash/Shell (all shells),8.0,,
122,Ireland,Mestrado,30.0,Other (please specify):,C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,C#;HTML/CSS;JavaScript;PowerShell;Python;R;SQL;Swift;TypeScript,Cloud Firestore;Cosmos DB;Microsoft SQL Server,Amazon Web Services (AWS);Google Cloud;Microsoft Azure,Híbrido,,8.0,,45-54 years old,"Employed, full-time",Individual contributor,20+ anos,C#,8.0,,
124,Germany,Graduação,8.0,"Developer, back-end",Go,Go,Dynamodb;MariaDB,Amazon Web Services (AWS);Google Cloud,Híbrido,,8.0,,25-34 years old,"Employed, full-time",Individual contributor,5–9 anos,Go,8.0,,
125,Japan,Graduação,12.0,Engineering manager,HTML/CSS;Java;JavaScript;Python;TypeScript,C#;HTML/CSS;JavaScript;Python;TypeScript,Cloud Firestore;Dynamodb;Elasticsearch;MySQL;Redis,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Firebase;Google Cloud;Heroku;Managed Hosting;Netlify,Remoto,,10.0,,35-44 years old,"Employed, full-time",People manager,10–19 anos,HTML/CSS,10.0,,
126,Austria,Mestrado,5.0,"Developer, front-end",HTML/CSS;Kotlin;Objective-C;Python;Ruby;Swift;TypeScript,HTML/CSS;Python;Swift;TypeScript,,,Híbrido,,,,25-34 years old,"Independent contractor, freelancer, or self-employed;Employed, part-time",,5–9 anos,HTML/CSS,,,
127,India,Mestrado,8.0,"Developer, back-end",Go;Python,Go;Python,BigQuery;Elasticsearch;PostgreSQL,Amazon Web Services (AWS);Google Cloud;Microsoft Azure,Híbrido,,8.0,,25-34 years old,"Employed, full-time",Individual contributor,5–9 anos,Go,8.0,,
128,United States of America,Mestrado,10.0,"Developer, full-stack",Assembly;Bash/Shell (all shells);C;C#;C++;Dart;Go;HTML/CSS;Java;Kotlin;Python;Rust;SQL,Assembly;Bash/Shell (all shells);C;C#;C++;Dart;Go;HTML/CSS;Java;Python;Rust;SQL;Zig,BigQuery;Cloud Firestore;Oracle;SQLite,Amazon Web Services (AWS);Google Cloud;PythonAnywhere,Remoto,,,,25-34 years old,"Independent contractor, freelancer, or self-employed",,10–19 anos,Assembly,,,
129,United States of America,Graduação,23.0,"Developer, full-stack",C#;C++;HTML/CSS;JavaScript;PowerShell;SQL,C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,Microsoft SQL Server;SQLite,Microsoft Azure,Remoto,,,,35-44 years old,"Independent contractor, freelancer, or self-employed",,20+ anos,C#,,,
130,Sweden,Ensino Médio,30.0,"Developer, full-stack",Bash/Shell (all shells);C#;HTML/CSS;JavaScript;SQL,C#;HTML/CSS;JavaScript;Python;SQL,Elasticsearch;Microsoft SQL Server,Cloudflare;Microsoft Azure,Presencial,,6.0,,35-44 years old,"Employed, full-time",Individual contributor,20+ anos,Bash/Shell (all shells),6.0,,
131,Ukraine,Mestrado,18.0,"Developer, desktop or enterprise applications",C++,C++,,,Remoto,,8.0,,35-44 years old,"Employed, full-time",Individual contributor,10–19 anos,C++,8.0,,
132,Germany,Graduação,9.0,Engineering manager,JavaScript;TypeScript,JavaScript;TypeScript,PostgreSQL,Amazon Web Services (AWS);Digital Ocean;Firebase;Google Cloud;Vercel,Híbrido,,8.0,,25-34 years old,"Employed, full-time",People manager,5–9 anos,JavaScript,8.0,,
133,Ukraine,Mestrado,3.0,"Developer, back-end",HTML/CSS;JavaScript;PHP;SQL,HTML/CSS;JavaScript;PHP;SQL,MySQL,,Remoto,,6.0,,18-24 years old,"Employed, full-time;Student, full-time",Individual contributor,2–4 anos,HTML/CSS,6.0,,
134,United Kingdom of Great Britain and Northern Ireland,Faculdade incompleta,2.0,"Developer, full-stack",Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;Rust;SQL,Bash/Shell (all shells);C#;HTML/CSS;Java;Python;SQL,Elasticsearch;MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Hetzner;Microsoft Azure;Oracle Cloud Infrastructure (OCI);OVH,Híbrido,,7.0,,18-24 years old,"Employed, full-time",Individual contributor,2–4 anos,Bash/Shell (all shells),7.0,,
135,United Kingdom of Great Britain and Northern Ireland,Mestrado,45.0,Educator,C#;PowerShell;Python,C#;PowerShell;Python,MySQL,VMware,Híbrido,,,,65 years or older,"Employed, full-time",,20+ anos,C#,,,
137,United States of America,Ensino Fundamental,,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL,Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript;Python;SQL;TypeScript,MariaDB;MySQL,Cloudflare;Digital Ocean;Google Cloud;VMware,,,,,Under 18 years old,"Not employed, and not looking for work",,,Bash/Shell (all shells),,,
138,Argentina,Graduação,9.0,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;TypeScript,Bash/Shell (all shells);Clojure;Kotlin;TypeScript,MongoDB;PostgreSQL;Redis,Amazon Web Services (AWS);Vercel,Híbrido,,,,35-44 years old,"Employed, full-time",,5–9 anos,Bash/Shell (all shells),,,
140,Pakistan,Ensino Médio,6.0,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,MariaDB;MongoDB;MySQL,Google Cloud,Híbrido,,,,Under 18 years old,"Independent contractor, freelancer, or self-employed",,5–9 anos,Bash/Shell (all shells),,,
141,India,Graduação,4.0,DevOps specialist,Bash/Shell (all shells);Dart;JavaScript;Python;SQL,Bash/Shell (all shells);C#;Dart;Go;JavaScript;PowerShell;Python;SQL,Elasticsearch;MongoDB;MySQL;Oracle,Amazon Web Services (AWS);Firebase;Microsoft Azure;Oracle Cloud Infrastructure (OCI);VMware,,,,,25-34 years old,"Not employed, but looking for work",,2–4 anos,Bash/Shell (all shells),,,
142,Italy,Faculdade incompleta,5.0,"Developer, full-stack",C;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,HTML/CSS;JavaScript;Kotlin;PHP;SQL;TypeScript,MariaDB;MySQL,Cloudflare;Digital Ocean;Heroku;Managed Hosting;OVH,Presencial,,9.0,,25-34 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed",Individual contributor,5–9 anos,C,9.0,,
143,India,Graduação,6.0,,C;C++;Java,PowerShell;Python;SQL,Oracle,IBM Cloud Or Watson,Híbrido,,8.0,,45-54 years old,"Employed, full-time",Individual contributor,5–9 anos,C,8.0,,
144,Australia,Faculdade incompleta,1.0,Educator,Assembly;Bash/Shell (all shells);C;HTML/CSS;Java;JavaScript;Python;Rust;TypeScript,Haskell;HTML/CSS;Python;Rust;SQL;TypeScript,,Cloudflare,Híbrido,,,,18-24 years old,"Independent contractor, freelancer, or self-employed;Student, part-time;Employed, part-time",,0–1 ano,Assembly,,,
145,United States of America,Graduação,6.0,"Developer, full-stack",C#;HTML/CSS;JavaScript;SQL;TypeScript;Visual Basic (.Net),C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server,,Híbrido,,10.0,,25-34 years old,"Employed, full-time",Individual contributor,5–9 anos,C#,10.0,,
146,United States of America,Graduação,1.0,"Developer, mobile",Bash/Shell (all shells);Dart;Python;Swift,Bash/Shell (all shells);Dart;Kotlin;PHP;Python;SQL;Swift,Cloud Firestore,Amazon Web Services (AWS);Firebase,Híbrido,,3.0,,25-34 years old,"Employed, full-time",Individual contributor,0–1 ano,Bash/Shell (all shells),3.0,,
147,United Kingdom of Great Britain and Northern Ireland,Graduação,17.0,Data or business analyst,HTML/CSS;SQL;VBA,,Microsoft Access;Microsoft SQL Server;MySQL,,Híbrido,,9.0,,35-44 years old,"Employed, full-time",Individual contributor,10–19 anos,HTML/CSS,9.0,,
148,United States of America,Graduação,18.0,"Developer, full-stack",Go;Java;JavaScript;Kotlin;PHP;Python;SQL,Kotlin;PHP;SQL,PostgreSQL;SQLite,Amazon Web Services (AWS),,,,,35-44 years old,"Not employed, but looking for work",,10–19 anos,Go,,,
149,United States of America,Graduação,6.0,"Developer, full-stack",C#;HTML/CSS;JavaScript;SQL;TypeScript,C#;Go;Java;Python;TypeScript,Elasticsearch;Microsoft SQL Server;Redis,,Remoto,,8.0,,25-34 years old,"Employed, full-time",Individual contributor,5–9 anos,C#,8.0,,
150,Croatia,Faculdade incompleta,13.0,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Rust;SQL,MySQL;PostgreSQL;SQLite;Supabase,Heroku;Netlify;Supabase;Vercel,Remoto,,10.0,,35-44 years old,"Employed, full-time",Individual contributor,10–19 anos,Bash/Shell (all shells),10.0,,
151,Turkey,Graduação,3.0,"Developer, full-stack",C#;HTML/CSS;JavaScript;SQL;TypeScript,C#;C++;HTML/CSS;JavaScript;Python;TypeScript,MariaDB;MongoDB;MySQL;PostgreSQL,Amazon Web Services (AWS);Microsoft Azure,Remoto,,,,25-34 years old,"Independent contractor, freelancer, or self-employed",,2–4 anos,C#,,,
152,Finland,Faculdade incompleta,22.0,"Developer, front-end",,,,,,,,,35-44 years old,"Not employed, and not looking for work",,20+ anos,,,,
153,United States of America,Graduação,4.0,"Developer, full-stack",C#;HTML/CSS;Python;SQL,C#;HTML/CSS;Python;SQL,Microsoft SQL Server;Oracle,,Híbrido,,7.0,,35-44 years old,"Employed, full-time",Individual contributor,2–4 anos,C#,7.0,,
154,United Kingdom of Great Britain and Northern Ireland,Mestrado,4.0,"Developer, back-end",Python;TypeScript,,Cloud Firestore;Dynamodb;MongoDB;PostgreSQL,Amazon Web Services (AWS);Google Cloud;Microsoft Azure,Remoto,,,,25-34 years old,"Employed, full-time",,2–4 anos,Python,,,
155,United Kingdom of Great Britain and Northern Ireland,Mestrado,11.0,"Developer, game or graphics",C;C++;JavaScript;Lua;Python;Rust;SQL;TypeScript,C;C++;Python;Rust,SQLite,,Híbrido,,10.0,,25-34 years old,"Employed, full-time",Individual contributor,10–19 anos,C,10.0,,
156,Portugal,Mestrado,10.0,"Developer, full-stack",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;Rust;SQL;TypeScript,MongoDB;MySQL;Neo4J;PostgreSQL,Amazon Web Services (AWS);Google Cloud;Managed Hosting,Remoto,,,,25-34 years old,"Independent contractor, freelancer, or self-employed",,10–19 anos,Bash/Shell (all shells),,,
157,Netherlands,Outro,31.0,"Developer, full-stack",HTML/CSS;JavaScript;PHP;SQL;TypeScript,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,MariaDB;MySQL;SQLite,,Híbrido,,,,55-64 years old,"Independent contractor, freelancer, or self-employed",,20+ anos,HTML/CSS,,,
158,United States of America,Técnico/Associado,4.0,"Developer, full-stack",C#;HTML/CSS;JavaScript;SQL,Assembly;Bash/Shell (all shells);C;C#;C++;Go;HTML/CSS;Python;Rust;Solidity;SQL;Zig,Microsoft SQL Server,Microsoft Azure,Presencial,,3.0,,18-24 years old,"Employed, full-time",Individual contributor,2–4 anos,C#,3.0,,
159,Sri Lanka,Graduação,5.0,"Developer, full-stack",HTML/CSS;JavaScript;SQL;TypeScript,Dart;HTML/CSS;JavaScript;Kotlin;Rust;Solidity;SQL;Swift;TypeScript,MongoDB;MySQL;PostgreSQL;Redis,Amazon Web Services (AWS);Managed Hosting,Híbrido,,6.0,,25-34 years old,"Employed, full-time",People manager,5–9 anos,HTML/CSS,6.0,,
160,United States of America,Ensino Médio,3.0,"Developer, back-end",C;C#;C++;HTML/CSS;JavaScript;TypeScript,C;C#;C++;Rust,,Microsoft Azure,Remoto,,2.0,,18-24 years old,"Employed, full-time",Individual contributor,2–4 anos,C,2.0,,
161,Netherlands,Graduação,0.5,DevOps specialist,Go;Rust;Zig,C;Rust;Zig,,OpenShift,Híbrido,,6.0,,18-24 years old,"Employed, full-time",Individual contributor,0–1 ano,Go,6.0,,
162,Latvia,Mestrado,5.0,"Developer, full-stack",Bash/Shell (all shells);C#;C++;HTML/CSS;JavaScript;SQL;TypeScript,C#;HTML/CSS;TypeScript,Microsoft SQL Server,Microsoft Azure,Remoto,,7.0,,25-34 years old,"Employed, full-time",Individual contributor,5–9 anos,Bash/Shell (all shells),7.0,,
163,Sri Lanka,Graduação,6.0,"Developer, full-stack",Lua;Python;TypeScript,Rust;TypeScript,MongoDB;PostgreSQL,Amazon Web Services (AWS),Remoto,,6.0,,25-34 years old,"Employed, full-time",Individual contributor,5–9 anos,Lua,6.0,,
164,Portugal,Mestrado,19.0,"Developer, full-stack",Java;TypeScript,Java;TypeScript,PostgreSQL,,Híbrido,,8.0,,35-44 years old,"Employed, full-time",Individual contributor,10–19 anos,Java,8.0,,
165,India,Graduação,9.0,"Developer, full-stack",Java,Java,,Google Cloud,Híbrido,,,,25-34 years old,"Employed, full-time",,5–9 anos,Java,,,
166,United States of America,Mestrado,16.0,"Developer, full-stack",C#;HTML/CSS;JavaScript;SQL;TypeScript,C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server,Microsoft Azure,Remoto,,10.0,,35-44 years old,"Employed, full-time",Individual contributor,10–19 anos,C#,10.0,,
167,United Kingdom of Great Britain and Northern Ireland,Graduação,2.0,"Developer, full-stack",C;C#;C++;Haskell;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript;Visual Basic (.Net),C#;HTML/CSS;Java;JavaScript;PowerShell;SQL;TypeScript,Databricks SQL;Microsoft Access;Microsoft SQL Server;MySQL,Microsoft Azure;VMware,Presencial,,,,18-24 years old,"Employed, full-time",,2–4 anos,C,,,
169,Singapore,Graduação,8.0,"Developer, front-end",Assembly;C;C++;HTML/CSS;JavaScript;Objective-C;PHP;Python;SQL,HTML/CSS;JavaScript;TypeScript,Dynamodb;MySQL;Oracle;PostgreSQL,Amazon Web Services (AWS);Firebase;Google Cloud;Netlify,Híbrido,,8.0,,25-34 years old,"Employed, full-time",Individual contributor,5–9 anos,Assembly,8.0,,
170,China,Mestrado,21.0,"Developer, QA or test",Python,Python,,,Presencial,,6.0,,45-54 years old,"Employed, full-time",Individual contributor,20+ anos,Python,6.0,,
171,Lebanon,Graduação,2.0,Student,C;C++;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,C#;Go;HTML/CSS;JavaScript;Kotlin;PHP;Python;Ruby;Rust;Swift;TypeScript;Zig,Cloud Firestore;PostgreSQL;SQLite,,Remoto,,,,18-24 years old,"Student, full-time;Not employed, but looking for work;Independent contractor, freelancer, or self-employed",,2–4 anos,C,,,
172,United States of America,Mestrado,15.0,Security professional,Bash/Shell (all shells);C#;Go;PowerShell;Python;SQL,Bash/Shell (all shells);C#;Go;PowerShell;Rust;SQL;Zig,Databricks SQL;Elasticsearch;Microsoft SQL Server;Redis,Amazon Web Services (AWS);Colocation;Digital Ocean;Microsoft Azure,Remoto,,,,35-44 years old,"Employed, full-time",,10–19 anos,Bash/Shell (all shells),,,
173,Romania,Faculdade incompleta,2.0,"Developer, full-stack",HTML/CSS;JavaScript;PHP;TypeScript,C#;Go;HTML/CSS;PHP;TypeScript,Elasticsearch;MariaDB;MySQL;Redis,Google Cloud;OVH,Remoto,,,,18-24 years old,"Employed, full-time",,2–4 anos,HTML/CSS,,,
174,Philippines,Graduação,0.5,"Developer, back-end",HTML/CSS;JavaScript,Python;SQL;VBA,,Google Cloud,Híbrido,,5.0,,18-24 years old,"Employed, full-time",Individual contributor,0–1 ano,HTML/CSS,5.0,,
176,United States of America,Mestrado,2.0,"Developer, full-stack",C#;Go;Groovy;HTML/CSS;Java;JavaScript;SQL,C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server;MySQL;PostgreSQL,Amazon Web Services (AWS);Microsoft Azure,Presencial,,6.0,,25-34 years old,"Employed, full-time",Individual contributor,2–4 anos,C#,6.0,,
177,United States of America,Graduação,15.0,"Developer, full-stack",C#;JavaScript;SQL;TypeScript,C#;C++;F#;JavaScript;Objective-C;Python;SQL;TypeScript,Microsoft SQL Server,,Híbrido,,7.0,,35-44 years old,"Employed, full-time",Individual contributor,10–19 anos,C#,7.0,,
178,Spain,Graduação,2.0,Research & Development role,Assembly;C;C++;PowerShell;Python;SQL,Assembly;C;C++;PowerShell;Python;Rust;SQL,MySQL,Amazon Web Services (AWS),Híbrido,,7.0,,25-34 years old,"Employed, full-time",Individual contributor,2–4 anos,Assembly,7.0,,
179,Germany,Ensino Médio,31.0,Other (please specify):,Bash/Shell (all shells);C#;Clojure;Lisp;Lua;Prolog;Python,Bash/Shell (all shells);C;C#;Clojure;F#;Lisp;Lua;Prolog;Python;SQL,,,,,,,55-64 years old,"Not employed, but looking for work",,20+ anos,Bash/Shell (all shells),,,
181,Portugal,Mestrado,6.0,"Developer, full-stack",Bash/Shell (all shells);C++;HTML/CSS;Java;JavaScript;Prolog;Python;R;SQL;TypeScript,Bash/Shell (all shells);Java;JavaScript;Python;SQL;TypeScript,BigQuery;Dynamodb;Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis,Amazon Web Services (AWS);Google Cloud,Híbrido,,6.0,,25-34 years old,"Employed, full-time;Student, part-time",Individual contributor,5–9 anos,Bash/Shell (all shells),6.0,,
182,Poland,Faculdade incompleta,,Other (please specify):,C#;HTML/CSS;JavaScript;PHP;PowerShell;SQL,C#;HTML/CSS;JavaScript;PHP;PowerShell;SQL,Microsoft Access;Microsoft SQL Server;MySQL;Oracle;PostgreSQL,Cloudflare;Digital Ocean;Managed Hosting;Microsoft Azure;Netlify;Oracle Cloud Infrastructure (OCI);Vercel,Remoto,,,,18-24 years old,"Independent contractor, freelancer, or self-employed",,,C#,,,
